# nanos 
 26 

# nedades 
 5 

# ntallas 
 36 

# Edades 
 0.5 1.5 2.5 3.5 4.5 

# Tallas 
2.5 3 3.5 4 4.5 5 5.5 6	6.5 7 7.5 8 8.5	9 9.5 10 10.5 11 11.5 12 12.5 13 13.5 14 14.5 15 15.5 16 16.5 17 17.5 18 18.5 19 19.5 20

# madurezsexual 
0.13 1 1 1 1 

# Ind 
1997 0	     0.3 0       0.3 0      100 350755 0.01
1998 0	     0.3 0       0.3 0      100 77701  0.01
1999 0	     0.3 0       0.3 0      100 442110 0.01
2000 370054  0.3 0       0.3 0      100 56441  0.01
2001 412103  0.3 0       0.3 0      100 14545  0.01
2002 1494267 0.3 0       0.3 112323 100 235359 0.01
2003 250295  0.3 0       0.3 0	    100 269955 0.01
2004 1289818 0.3 0       0.3 153150 100 359681 0.01
2005 931140  0.3 0       0.3 637223 100 431902 0.01
2006 785840  0.3 2062538 0.3 0      100 328805 0.01
2007 897777  0.3 1500000 0.3 255016 100 639364 0.01
2008 1040062 0.3 0	 0.3 313432 100 411747 0.01
2009 184774  0.3 1874556 0.3 73983  100 362871 0.01
2010 17550   0.3 323000	 0.3 77613  100 311530 0.01
2011 25797   0.3 250000	 0.3 109348 100 167758 0.01
2012 100020  0.3 174000	 0.3 50772  100 66681  0.01
2013 73551   0.3 83755	 0.3 17779  100 60226  0.01
2014 82996   0.3 137374	 0.3 17303  100 58785  0.01
2015 120727  0.3 0       0.3 59886  100 57116  0.01
2016 218422  0.3 501740	 0.3 28197  100 73181  0.01
2017 84188   0.3 490994	 0.3 0      100 50977  0.01
2018 347160  0.3 745055	 0.3 207744 100 67692  0.01
2019 605670  0.3 786931	 0.3 136588 100 138656 0.01
2020 569463  0.3 1005239 0.3 643089 100 160484 0.01
2021 516374  0.3 1338007 0.3 65757  100 209506 0.01
2022 1084161 0.3 1417886 0.3 0      100 203330 0.01

# captura_edad 
2049 3886 1818 220 0
3414 5807 1320 78 6
6610 21477 7598 443 18
8426 9211 6823 990 43
6887 3254 452 18 0
12296 6419 2220 160 0
7411 6857 1552 103 0
4631 9484 1437 45 0
4979 8375 2432 187 0
1757 7197 2081 304 28
2640 9871 6630 845 29
2853 8248 2811 544 28
9327 6862 1437 325 21
1074 6957 2912 550 80
386 1923 765 74 3 
837 1052 279 15 0
79 1258 665 96 0
58 1070 414 62 0
215 788 338 19 0
64 415 750 111 1
50 642 467 70 2
360 1101 813 108 0
961 852 1155 289 2
1455 2454 1057 180 14
463 2931 1842 252 12
543 1292 2142 696 37

# Reclas_edad 
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
64039 11229 1356 42 3
37059 41215 17493 426 0
32502 3612 1249 107 0
39372 43575 6143 20 0
76970 14559 5579 1630 17
77460 11636 5682 350 0
34445 48477 2604 24 0
25916 22072 6161 355 0
40608 1121 713 42 0
5903 138 13 0 0
1444 404 103 3 0
11206 1768 177 18 0
2736 2054 253 0 0
7268 1898 342 4 0
2754 1066 1815 216 0
38159 4065 2742 237 30
3627 1877 425 37 0
14333 12404 630 0 0
21506 12007 6882 172 0
25001 16279 2947 221 0
6078 16580 1590 21 0
7227 11848 16170 1302 500

# Pelaces_edad 
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
50553 53229 8507 33 0
0 0 0 0 0
52563 42120 18195 630 0
13031 8978 2074 525 0
11241 6474 73 0 0
12369 4181 258 5 0
4733 1913 156 0 0
2397 5279 1002 14 0
0 0 0 0 0
63285 4406 2645 283 0
41619 7513 2640 2 0
48218 15199 1736 52 3
111520 12814 2592 18 0
59018 23379 2420 141 0
35177 33455 6308 58 0
105967 13159 8784 879 0

# Pelaces_talla 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	194	405	1190	1359	1399	1657	1923	2997	4815	7586	13628	17251	13430	11325	6443	7083	3834	3644	4989	2371	3155	1409	232	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1517	1599	2127	2329	4420	5638	4504	5601	4624	4175	2448	2760	2666	2262	2247	2769	3421	4276	4685	9798	8760	12839	8411	5963	2608	862	199	0	0	0
0	0	0	0	0	0	0	0	0	0	54	190	1128	1488	1653	1908	1499	1520	1811	1398	1859	1350	1649	1566	1583	1141	918	706	610	377	161	30	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	167	199	361	738	1269	1985	1866	1937	1968	2095	1873	1913	714	343	222	74	51	11	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	49	173	461	1293	1261	1864	1609	1509	1289	899	842	927	999	1044	1124	713	351	203	82	98	20	5	0	0	0	0
0	18	241	314	312	261	146	112	236	286	247	167	212	198	115	91	57	58	101	109	188	372	517	835	743	453	227	113	46	21	6	0	0	0	0	0
0	0	0	0	0	0	0	7	6	66	116	134	81	3	31	49	74	220	437	449	572	492	532	719	753	963	1267	813	495	217	120	54	14	10	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	112	338	402	674	766	457	1204	3602	6644	8757	6778	4857	5791	4361	4177	3476	3389	3135	1896	1536	995	855	850	650	470	350	608	657	1108	810	604	172	33	0	2
0	0	0	0	40	82	46	146	369	2281	4004	5764	4771	4413	3680	4591	4072	2865	1932	960	390	237	672	1407	2368	3022	1806	921	486	255	79	96	16	3	2	0
0	113	213	0	259	446	617	995	494	887	1491	2562	3651	4987	4445	4740	3691	3113	3439	2901	3977	3798	4315	2902	3450	2352	1830	1536	1036	539	183	142	59	38	6	0
